raw_line,datefrag,timefrag,thread,level,component,message,block_ids,ips,size,src_ip,dest_ip,_timestamp,block_id_list,trace_id,module,subcomponent,template,template_id
081110 210511 19 INFO dfs.FSDataset: Deleting block blk_-4110699195744660699 file /mnt/hadoop/dfs/data/current/subdir34/blk_-4110699195744660699,81110,210511,19,INFO,dfs.FSDataset,Deleting block blk_-4110699195744660699 file /mnt/hadoop/dfs/data/current/subdir34/blk_-4110699195744660699,"blk_-4110699195744660699,blk_-4110699195744660699",,0,,,,"['blk_-4110699195744660699', 'blk_-4110699195744660699']",blk_-4110699195744660699,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210512 19 INFO dfs.FSDataset: Deleting block blk_7721951162137927252 file /mnt/hadoop/dfs/data/current/subdir52/blk_7721951162137927252,81110,210512,19,INFO,dfs.FSDataset,Deleting block blk_7721951162137927252 file /mnt/hadoop/dfs/data/current/subdir52/blk_7721951162137927252,"blk_7721951162137927252,blk_7721951162137927252",,0,,,,"['blk_7721951162137927252', 'blk_7721951162137927252']",blk_7721951162137927252,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210515 19 INFO dfs.FSDataset: Deleting block blk_-1535908830476495455 file /mnt/hadoop/dfs/data/current/subdir10/blk_-1535908830476495455,81110,210515,19,INFO,dfs.FSDataset,Deleting block blk_-1535908830476495455 file /mnt/hadoop/dfs/data/current/subdir10/blk_-1535908830476495455,"blk_-1535908830476495455,blk_-1535908830476495455",,0,,,,"['blk_-1535908830476495455', 'blk_-1535908830476495455']",blk_-1535908830476495455,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210516 19 INFO dfs.FSDataset: Deleting block blk_1184972950286241114 file /mnt/hadoop/dfs/data/current/subdir39/blk_1184972950286241114,81110,210516,19,INFO,dfs.FSDataset,Deleting block blk_1184972950286241114 file /mnt/hadoop/dfs/data/current/subdir39/blk_1184972950286241114,"blk_1184972950286241114,blk_1184972950286241114",,0,,,,"['blk_1184972950286241114', 'blk_1184972950286241114']",blk_1184972950286241114,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210517 19 INFO dfs.FSDataset: Deleting block blk_-3396836569886642130 file /mnt/hadoop/dfs/data/current/subdir32/blk_-3396836569886642130,81110,210517,19,INFO,dfs.FSDataset,Deleting block blk_-3396836569886642130 file /mnt/hadoop/dfs/data/current/subdir32/blk_-3396836569886642130,"blk_-3396836569886642130,blk_-3396836569886642130",,0,,,,"['blk_-3396836569886642130', 'blk_-3396836569886642130']",blk_-3396836569886642130,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210532 19 INFO dfs.FSDataset: Deleting block blk_22457656256024207 file /mnt/hadoop/dfs/data/current/subdir33/blk_22457656256024207,81110,210532,19,INFO,dfs.FSDataset,Deleting block blk_22457656256024207 file /mnt/hadoop/dfs/data/current/subdir33/blk_22457656256024207,"blk_22457656256024207,blk_22457656256024207",,0,,,,"['blk_22457656256024207', 'blk_22457656256024207']",blk_22457656256024207,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210534 19 INFO dfs.FSDataset: Deleting block blk_5905689738251144455 file /mnt/hadoop/dfs/data/current/blk_5905689738251144455,81110,210534,19,INFO,dfs.FSDataset,Deleting block blk_5905689738251144455 file /mnt/hadoop/dfs/data/current/blk_5905689738251144455,"blk_5905689738251144455,blk_5905689738251144455",,0,,,,"['blk_5905689738251144455', 'blk_5905689738251144455']",blk_5905689738251144455,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210537 19 INFO dfs.FSDataset: Deleting block blk_-2210703755506918304 file /mnt/hadoop/dfs/data/current/subdir26/blk_-2210703755506918304,81110,210537,19,INFO,dfs.FSDataset,Deleting block blk_-2210703755506918304 file /mnt/hadoop/dfs/data/current/subdir26/blk_-2210703755506918304,"blk_-2210703755506918304,blk_-2210703755506918304",,0,,,,"['blk_-2210703755506918304', 'blk_-2210703755506918304']",blk_-2210703755506918304,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210540 18 INFO dfs.FSDataset: Deleting block blk_773599351835388127 file /mnt/hadoop/dfs/data/current/subdir60/blk_773599351835388127,81110,210540,18,INFO,dfs.FSDataset,Deleting block blk_773599351835388127 file /mnt/hadoop/dfs/data/current/subdir60/blk_773599351835388127,"blk_773599351835388127,blk_773599351835388127",,0,,,,"['blk_773599351835388127', 'blk_773599351835388127']",blk_773599351835388127,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210540 19 INFO dfs.FSDataset: Deleting block blk_3921292580505776296 file /mnt/hadoop/dfs/data/current/subdir57/blk_3921292580505776296,81110,210540,19,INFO,dfs.FSDataset,Deleting block blk_3921292580505776296 file /mnt/hadoop/dfs/data/current/subdir57/blk_3921292580505776296,"blk_3921292580505776296,blk_3921292580505776296",,0,,,,"['blk_3921292580505776296', 'blk_3921292580505776296']",blk_3921292580505776296,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210542 19 INFO dfs.FSDataset: Deleting block blk_4162832865986721185 file /mnt/hadoop/dfs/data/current/subdir4/blk_4162832865986721185,81110,210542,19,INFO,dfs.FSDataset,Deleting block blk_4162832865986721185 file /mnt/hadoop/dfs/data/current/subdir4/blk_4162832865986721185,"blk_4162832865986721185,blk_4162832865986721185",,0,,,,"['blk_4162832865986721185', 'blk_4162832865986721185']",blk_4162832865986721185,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210545 19 INFO dfs.FSDataset: Deleting block blk_2156262111024914941 file /mnt/hadoop/dfs/data/current/subdir14/blk_2156262111024914941,81110,210545,19,INFO,dfs.FSDataset,Deleting block blk_2156262111024914941 file /mnt/hadoop/dfs/data/current/subdir14/blk_2156262111024914941,"blk_2156262111024914941,blk_2156262111024914941",,0,,,,"['blk_2156262111024914941', 'blk_2156262111024914941']",blk_2156262111024914941,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210548 19 INFO dfs.FSDataset: Deleting block blk_4658551441818960395 file /mnt/hadoop/dfs/data/current/subdir19/blk_4658551441818960395,81110,210548,19,INFO,dfs.FSDataset,Deleting block blk_4658551441818960395 file /mnt/hadoop/dfs/data/current/subdir19/blk_4658551441818960395,"blk_4658551441818960395,blk_4658551441818960395",,0,,,,"['blk_4658551441818960395', 'blk_4658551441818960395']",blk_4658551441818960395,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210549 19 INFO dfs.FSDataset: Deleting block blk_3076992299328673559 file /mnt/hadoop/dfs/data/current/subdir54/blk_3076992299328673559,81110,210549,19,INFO,dfs.FSDataset,Deleting block blk_3076992299328673559 file /mnt/hadoop/dfs/data/current/subdir54/blk_3076992299328673559,"blk_3076992299328673559,blk_3076992299328673559",,0,,,,"['blk_3076992299328673559', 'blk_3076992299328673559']",blk_3076992299328673559,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210549 19 INFO dfs.FSDataset: Deleting block blk_6085442148007558065 file /mnt/hadoop/dfs/data/current/subdir63/blk_6085442148007558065,81110,210549,19,INFO,dfs.FSDataset,Deleting block blk_6085442148007558065 file /mnt/hadoop/dfs/data/current/subdir63/blk_6085442148007558065,"blk_6085442148007558065,blk_6085442148007558065",,0,,,,"['blk_6085442148007558065', 'blk_6085442148007558065']",blk_6085442148007558065,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210555 19 INFO dfs.FSDataset: Deleting block blk_1746384029810476219 file /mnt/hadoop/dfs/data/current/subdir18/blk_1746384029810476219,81110,210555,19,INFO,dfs.FSDataset,Deleting block blk_1746384029810476219 file /mnt/hadoop/dfs/data/current/subdir18/blk_1746384029810476219,"blk_1746384029810476219,blk_1746384029810476219",,0,,,,"['blk_1746384029810476219', 'blk_1746384029810476219']",blk_1746384029810476219,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210555 19 INFO dfs.FSDataset: Deleting block blk_4939101994162863442 file /mnt/hadoop/dfs/data/current/subdir24/blk_4939101994162863442,81110,210555,19,INFO,dfs.FSDataset,Deleting block blk_4939101994162863442 file /mnt/hadoop/dfs/data/current/subdir24/blk_4939101994162863442,"blk_4939101994162863442,blk_4939101994162863442",,0,,,,"['blk_4939101994162863442', 'blk_4939101994162863442']",blk_4939101994162863442,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210558 19 INFO dfs.FSDataset: Deleting block blk_1144571179430079218 file /mnt/hadoop/dfs/data/current/subdir33/blk_1144571179430079218,81110,210558,19,INFO,dfs.FSDataset,Deleting block blk_1144571179430079218 file /mnt/hadoop/dfs/data/current/subdir33/blk_1144571179430079218,"blk_1144571179430079218,blk_1144571179430079218",,0,,,,"['blk_1144571179430079218', 'blk_1144571179430079218']",blk_1144571179430079218,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210558 19 INFO dfs.FSDataset: Deleting block blk_8693774866554287286 file /mnt/hadoop/dfs/data/current/subdir55/blk_8693774866554287286,81110,210558,19,INFO,dfs.FSDataset,Deleting block blk_8693774866554287286 file /mnt/hadoop/dfs/data/current/subdir55/blk_8693774866554287286,"blk_8693774866554287286,blk_8693774866554287286",,0,,,,"['blk_8693774866554287286', 'blk_8693774866554287286']",blk_8693774866554287286,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210600 18 INFO dfs.FSDataset: Deleting block blk_6695517786834913217 file /mnt/hadoop/dfs/data/current/subdir15/blk_6695517786834913217,81110,210600,18,INFO,dfs.FSDataset,Deleting block blk_6695517786834913217 file /mnt/hadoop/dfs/data/current/subdir15/blk_6695517786834913217,"blk_6695517786834913217,blk_6695517786834913217",,0,,,,"['blk_6695517786834913217', 'blk_6695517786834913217']",blk_6695517786834913217,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210601 19 INFO dfs.FSDataset: Deleting block blk_70980361971054326 file /mnt/hadoop/dfs/data/current/subdir27/blk_70980361971054326,81110,210601,19,INFO,dfs.FSDataset,Deleting block blk_70980361971054326 file /mnt/hadoop/dfs/data/current/subdir27/blk_70980361971054326,"blk_70980361971054326,blk_70980361971054326",,0,,,,"['blk_70980361971054326', 'blk_70980361971054326']",blk_70980361971054326,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210608 19 INFO dfs.FSDataset: Deleting block blk_6499414220139660338 file /mnt/hadoop/dfs/data/current/subdir59/blk_6499414220139660338,81110,210608,19,INFO,dfs.FSDataset,Deleting block blk_6499414220139660338 file /mnt/hadoop/dfs/data/current/subdir59/blk_6499414220139660338,"blk_6499414220139660338,blk_6499414220139660338",,0,,,,"['blk_6499414220139660338', 'blk_6499414220139660338']",blk_6499414220139660338,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210620 19 INFO dfs.FSDataset: Deleting block blk_8598135237831029828 file /mnt/hadoop/dfs/data/current/subdir59/blk_8598135237831029828,81110,210620,19,INFO,dfs.FSDataset,Deleting block blk_8598135237831029828 file /mnt/hadoop/dfs/data/current/subdir59/blk_8598135237831029828,"blk_8598135237831029828,blk_8598135237831029828",,0,,,,"['blk_8598135237831029828', 'blk_8598135237831029828']",blk_8598135237831029828,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210640 19 INFO dfs.FSDataset: Deleting block blk_7108974241330205218 file /mnt/hadoop/dfs/data/current/subdir22/blk_7108974241330205218,81110,210640,19,INFO,dfs.FSDataset,Deleting block blk_7108974241330205218 file /mnt/hadoop/dfs/data/current/subdir22/blk_7108974241330205218,"blk_7108974241330205218,blk_7108974241330205218",,0,,,,"['blk_7108974241330205218', 'blk_7108974241330205218']",blk_7108974241330205218,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210704 19 INFO dfs.FSDataset: Deleting block blk_8929806114713265094 file /mnt/hadoop/dfs/data/current/subdir1/blk_8929806114713265094,81110,210704,19,INFO,dfs.FSDataset,Deleting block blk_8929806114713265094 file /mnt/hadoop/dfs/data/current/subdir1/blk_8929806114713265094,"blk_8929806114713265094,blk_8929806114713265094",,0,,,,"['blk_8929806114713265094', 'blk_8929806114713265094']",blk_8929806114713265094,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210710 19 INFO dfs.FSDataset: Deleting block blk_6445339027653789144 file /mnt/hadoop/dfs/data/current/subdir16/blk_6445339027653789144,81110,210710,19,INFO,dfs.FSDataset,Deleting block blk_6445339027653789144 file /mnt/hadoop/dfs/data/current/subdir16/blk_6445339027653789144,"blk_6445339027653789144,blk_6445339027653789144",,0,,,,"['blk_6445339027653789144', 'blk_6445339027653789144']",blk_6445339027653789144,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210721 14857 INFO dfs.DataNode$DataXceiver: Receiving block blk_3235988328669699941 src: /10.251.199.159:43276 dest: /10.251.199.159:50010,81110,210721,14857,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3235988328669699941 src: /10.251.199.159:43276 dest: /10.251.199.159:50010,blk_3235988328669699941,"10.251.199.159:43276,10.251.199.159:50010",0,10.251.199.159:43276,10.251.199.159:50010,,['blk_3235988328669699941'],blk_3235988328669699941,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081110 210737 19 INFO dfs.FSDataset: Deleting block blk_8699831307500970779 file /mnt/hadoop/dfs/data/current/subdir54/blk_8699831307500970779,81110,210737,19,INFO,dfs.FSDataset,Deleting block blk_8699831307500970779 file /mnt/hadoop/dfs/data/current/subdir54/blk_8699831307500970779,"blk_8699831307500970779,blk_8699831307500970779",,0,,,,"['blk_8699831307500970779', 'blk_8699831307500970779']",blk_8699831307500970779,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210753 19 INFO dfs.FSDataset: Deleting block blk_3221204570666147236 file /mnt/hadoop/dfs/data/current/subdir34/blk_3221204570666147236,81110,210753,19,INFO,dfs.FSDataset,Deleting block blk_3221204570666147236 file /mnt/hadoop/dfs/data/current/subdir34/blk_3221204570666147236,"blk_3221204570666147236,blk_3221204570666147236",,0,,,,"['blk_3221204570666147236', 'blk_3221204570666147236']",blk_3221204570666147236,dfs,FSDataset,Deleting block <*> file <*>,7
081110 210832 14473 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5808893254440551816 src: /10.250.11.194:53256 dest: /10.250.11.194:50010,81110,210832,14473,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5808893254440551816 src: /10.250.11.194:53256 dest: /10.250.11.194:50010,blk_-5808893254440551816,"10.250.11.194:53256,10.250.11.194:50010",0,10.250.11.194:53256,10.250.11.194:50010,,['blk_-5808893254440551816'],blk_-5808893254440551816,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081110 210837 14418 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_3940282600163903101 terminating,81110,210837,14418,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_3940282600163903101 terminating,blk_3940282600163903101,,0,,,,['blk_3940282600163903101'],blk_3940282600163903101,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081110 211021 14407 INFO dfs.DataNode$DataXceiver: Receiving block blk_4233013542759682998 src: /10.251.109.209:48041 dest: /10.251.109.209:50010,81110,211021,14407,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4233013542759682998 src: /10.251.109.209:48041 dest: /10.251.109.209:50010,blk_4233013542759682998,"10.251.109.209:48041,10.251.109.209:50010",0,10.251.109.209:48041,10.251.109.209:50010,,['blk_4233013542759682998'],blk_4233013542759682998,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081110 211030 19 INFO dfs.FSDataset: Deleting block blk_7360639743953947587 file /mnt/hadoop/dfs/data/current/subdir35/blk_7360639743953947587,81110,211030,19,INFO,dfs.FSDataset,Deleting block blk_7360639743953947587 file /mnt/hadoop/dfs/data/current/subdir35/blk_7360639743953947587,"blk_7360639743953947587,blk_7360639743953947587",,0,,,,"['blk_7360639743953947587', 'blk_7360639743953947587']",blk_7360639743953947587,dfs,FSDataset,Deleting block <*> file <*>,7
081110 211108 14882 INFO dfs.DataNode$PacketResponder: Received block blk_4182287230523664560 of size 67108864 from /10.251.111.130,81110,211108,14882,INFO,dfs.DataNode$PacketResponder,Received block blk_4182287230523664560 of size 67108864 from /10.251.111.130,blk_4182287230523664560,,67108864,,,,['blk_4182287230523664560'],blk_4182287230523664560,dfs.DataNode,PacketResponder,Received block <*> of size <*> from <*>,3
081110 211109 14620 INFO dfs.DataNode$DataXceiver: Receiving block blk_995094303184954394 src: /10.251.91.84:35590 dest: /10.251.91.84:50010,81110,211109,14620,INFO,dfs.DataNode$DataXceiver,Receiving block blk_995094303184954394 src: /10.251.91.84:35590 dest: /10.251.91.84:50010,blk_995094303184954394,"10.251.91.84:35590,10.251.91.84:50010",0,10.251.91.84:35590,10.251.91.84:50010,,['blk_995094303184954394'],blk_995094303184954394,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081110 211122 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_3585424189730250601 size 67108864,81110,211122,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_3585424189730250601 size 67108864,blk_3585424189730250601,10.251.30.6:50010,67108864,,,,['blk_3585424189730250601'],blk_3585424189730250601,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081110 211131 14600 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-5680441982827916621 terminating,81110,211131,14600,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5680441982827916621 terminating,blk_-5680441982827916621,,0,,,,['blk_-5680441982827916621'],blk_-5680441982827916621,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081110 211323 14609 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_2089955821703690032 terminating,81110,211323,14609,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_2089955821703690032 terminating,blk_2089955821703690032,,0,,,,['blk_2089955821703690032'],blk_2089955821703690032,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081110 211355 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to blk_1151012386083696649 size 67108864,81110,211355,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to blk_1151012386083696649 size 67108864,blk_1151012386083696649,10.251.106.10:50010,67108864,,,,['blk_1151012386083696649'],blk_1151012386083696649,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081110 211358 14754 INFO dfs.DataNode$DataXceiver: Receiving block blk_4149909442914612270 src: /10.251.195.33:55490 dest: /10.251.195.33:50010,81110,211358,14754,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4149909442914612270 src: /10.251.195.33:55490 dest: /10.251.195.33:50010,blk_4149909442914612270,"10.251.195.33:55490,10.251.195.33:50010",0,10.251.195.33:55490,10.251.195.33:50010,,['blk_4149909442914612270'],blk_4149909442914612270,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081110 211410 14947 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_2282833575688432184 terminating,81110,211410,14947,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_2282833575688432184 terminating,blk_2282833575688432184,,0,,,,['blk_2282833575688432184'],blk_2282833575688432184,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081110 211504 14451 INFO dfs.DataNode$PacketResponder: Received block blk_3960527526103274525 of size 67108864 from /10.251.30.134,81110,211504,14451,INFO,dfs.DataNode$PacketResponder,Received block blk_3960527526103274525 of size 67108864 from /10.251.30.134,blk_3960527526103274525,,67108864,,,,['blk_3960527526103274525'],blk_3960527526103274525,dfs.DataNode,PacketResponder,Received block <*> of size <*> from <*>,3
081110 211523 14688 INFO dfs.DataNode$DataXceiver: Receiving block blk_-852118157909078164 src: /10.251.30.101:57254 dest: /10.251.30.101:50010,81110,211523,14688,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-852118157909078164 src: /10.251.30.101:57254 dest: /10.251.30.101:50010,blk_-852118157909078164,"10.251.30.101:57254,10.251.30.101:50010",0,10.251.30.101:57254,10.251.30.101:50010,,['blk_-852118157909078164'],blk_-852118157909078164,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081110 211541 18 INFO dfs.DataNode: 10.250.15.198:50010 Starting thread to transfer block blk_4292382298896622412 to 10.250.15.240:50010,81110,211541,18,INFO,dfs.DataNode,10.250.15.198:50010 Starting thread to transfer block blk_4292382298896622412 to 10.250.15.240:50010,blk_4292382298896622412,"10.250.15.198:50010,10.250.15.240:50010",0,,,,['blk_4292382298896622412'],blk_4292382298896622412,dfs,DataNode,10.250.15.198:50010 Starting thread to transfer block blk_4292382298896622412 to 10.250.15.240:50010,11
081110 211737 14817 INFO dfs.DataNode$PacketResponder: Received block blk_-185994527242886002 of size 3552954 from /10.251.39.160,81110,211737,14817,INFO,dfs.DataNode$PacketResponder,Received block blk_-185994527242886002 of size 3552954 from /10.251.39.160,blk_-185994527242886002,,3552954,,,,['blk_-185994527242886002'],blk_-185994527242886002,dfs.DataNode,PacketResponder,Received block <*> of size <*> from <*>,3
081110 211845 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.188:50010 is added to blk_8761786041973172187 size 67108864,81110,211845,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.188:50010 is added to blk_8761786041973172187 size 67108864,blk_8761786041973172187,10.251.73.188:50010,67108864,,,,['blk_8761786041973172187'],blk_8761786041973172187,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081110 211926 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to blk_-5471660287004025096 size 67108864,81110,211926,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to blk_-5471660287004025096 size 67108864,blk_-5471660287004025096,10.251.70.211:50010,67108864,,,,['blk_-5471660287004025096'],blk_-5471660287004025096,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081110 212039 14833 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_3755116621101133849 terminating,81110,212039,14833,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_3755116621101133849 terminating,blk_3755116621101133849,,0,,,,['blk_3755116621101133849'],blk_3755116621101133849,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081110 212051 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_-5542336029922582303 size 67108864,81110,212051,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_-5542336029922582303 size 67108864,blk_-5542336029922582303,10.251.39.144:50010,67108864,,,,['blk_-5542336029922582303'],blk_-5542336029922582303,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081110 212111 14543 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_165707910410871749 terminating,81110,212111,14543,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_165707910410871749 terminating,blk_165707910410871749,,0,,,,['blk_165707910410871749'],blk_165707910410871749,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081110 212139 14759 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_2957756905007569214 terminating,81110,212139,14759,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_2957756905007569214 terminating,blk_2957756905007569214,,0,,,,['blk_2957756905007569214'],blk_2957756905007569214,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081110 212221 15037 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_4884219613602801814 terminating,81110,212221,15037,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4884219613602801814 terminating,blk_4884219613602801814,,0,,,,['blk_4884219613602801814'],blk_4884219613602801814,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081110 212234 14745 INFO dfs.DataNode$PacketResponder: Received block blk_6698851413708497072 of size 67108864 from /10.251.74.134,81110,212234,14745,INFO,dfs.DataNode$PacketResponder,Received block blk_6698851413708497072 of size 67108864 from /10.251.74.134,blk_6698851413708497072,,67108864,,,,['blk_6698851413708497072'],blk_6698851413708497072,dfs.DataNode,PacketResponder,Received block <*> of size <*> from <*>,3
081110 212249 14727 INFO dfs.DataNode$PacketResponder: Received block blk_6730979070070986233 of size 67108864 from /10.251.90.239,81110,212249,14727,INFO,dfs.DataNode$PacketResponder,Received block blk_6730979070070986233 of size 67108864 from /10.251.90.239,blk_6730979070070986233,,67108864,,,,['blk_6730979070070986233'],blk_6730979070070986233,dfs.DataNode,PacketResponder,Received block <*> of size <*> from <*>,3
081110 212258 19 INFO dfs.FSDataset: Deleting block blk_-468830939205980722 file /mnt/hadoop/dfs/data/current/subdir10/blk_-468830939205980722,81110,212258,19,INFO,dfs.FSDataset,Deleting block blk_-468830939205980722 file /mnt/hadoop/dfs/data/current/subdir10/blk_-468830939205980722,"blk_-468830939205980722,blk_-468830939205980722",,0,,,,"['blk_-468830939205980722', 'blk_-468830939205980722']",blk_-468830939205980722,dfs,FSDataset,Deleting block <*> file <*>,7
081110 212312 15013 INFO dfs.DataNode$PacketResponder: Received block blk_-7056746602297676104 of size 67108864 from /10.251.39.209,81110,212312,15013,INFO,dfs.DataNode$PacketResponder,Received block blk_-7056746602297676104 of size 67108864 from /10.251.39.209,blk_-7056746602297676104,,67108864,,,,['blk_-7056746602297676104'],blk_-7056746602297676104,dfs.DataNode,PacketResponder,Received block <*> of size <*> from <*>,3
081110 212329 14784 INFO dfs.DataNode$DataXceiver: Receiving block blk_8473858691873523269 src: /10.250.11.53:60609 dest: /10.250.11.53:50010,81110,212329,14784,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8473858691873523269 src: /10.250.11.53:60609 dest: /10.250.11.53:50010,blk_8473858691873523269,"10.250.11.53:60609,10.250.11.53:50010",0,10.250.11.53:60609,10.250.11.53:50010,,['blk_8473858691873523269'],blk_8473858691873523269,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081110 212501 15023 INFO dfs.DataNode$PacketResponder: Received block blk_6686361711974377273 of size 3554889 from /10.251.214.130,81110,212501,15023,INFO,dfs.DataNode$PacketResponder,Received block blk_6686361711974377273 of size 3554889 from /10.251.214.130,blk_6686361711974377273,,3554889,,,,['blk_6686361711974377273'],blk_6686361711974377273,dfs.DataNode,PacketResponder,Received block <*> of size <*> from <*>,3
081110 212509 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_-6442394521537090621 size 67108864,81110,212509,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_-6442394521537090621 size 67108864,blk_-6442394521537090621,10.251.123.33:50010,67108864,,,,['blk_-6442394521537090621'],blk_-6442394521537090621,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
